Region,Sub-region,Country,ISO3 code,M49 code,RE or Non-RE,Group Technology,Technology,Sub-Technology,Producer Type,Year,Electricity Generation (GWh),Electricity Installed Capacity (MW),Heat Generation (TJ),Public Flows (2021 USD M),SDG 7a1 Intl. Public Flows (2021 USD M),SDG 7b1 RE capacity per capita (W/inhabitant)
Asia,Eastern Asia,China,CHN,156,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2020,1322010.0,338670.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2021,1300600.0,354530.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2022,1303900.0,367710.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2023,,370600.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2000,,,,,,0.002650109
Asia,Eastern Asia,China,CHN,156,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2001,,,,,,0.002632117
Asia,Eastern Asia,China,CHN,156,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2002,,,,,,0.002615295
Asia,Eastern Asia,China,CHN,156,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2003,,,,,,0.002599169
Asia,Eastern Asia,China,CHN,156,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2004,,,,,,0.002583249
Asia,Eastern Asia,China,CHN,156,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2005,,,,,,0.002567271
Asia,Eastern Asia,China,CHN,156,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2006,,,,,,0.002551241
Asia,Eastern Asia,China,CHN,156,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2007,,,,,,0.002534973
Asia,Eastern Asia,China,CHN,156,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2008,,,,,,0.00251848
Asia,Eastern Asia,China,CHN,156,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2009,,,,,,0.002501632
Asia,Eastern Asia,China,CHN,156,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2010,,,,,,0.003004025
Asia,Eastern Asia,China,CHN,156,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2011,,,,,,0.002984315
Asia,Eastern Asia,China,CHN,156,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2012,,,,,,0.002963644
Asia,Eastern Asia,China,CHN,156,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2013,,,,,,0.002943099
Asia,Eastern Asia,China,CHN,156,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2014,,,,,,0.002923787
Asia,Eastern Asia,China,CHN,156,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2015,,,,,,0.003049403
Asia,Eastern Asia,China,CHN,156,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2016,,,,,,0.003031622
Asia,Eastern Asia,China,CHN,156,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2017,,,,,,0.003013595
Asia,Eastern Asia,China,CHN,156,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2018,,,,,,0.002999147
Asia,Eastern Asia,China,CHN,156,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2019,,,,2.160592318,2.16,0.002989034
Asia,Eastern Asia,China,CHN,156,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2020,,,,,,0.003333498
Asia,Eastern Asia,China,CHN,156,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2021,,,,,,0.003331245
Asia,Eastern Asia,China,CHN,156,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2022,,,,,,0.003331259
Asia,Eastern Asia,China,CHN,156,Total Renewable,Marine energy,Marine energy,Marine energy,On-grid electricity,2000,6.5,3.35,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Marine energy,Marine energy,Marine energy,On-grid electricity,2001,6.5,3.35,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Marine energy,Marine energy,Marine energy,On-grid electricity,2002,6.5,3.35,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Marine energy,Marine energy,Marine energy,On-grid electricity,2003,6.5,3.35,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Marine energy,Marine energy,Marine energy,On-grid electricity,2004,6.5,3.35,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Marine energy,Marine energy,Marine energy,On-grid electricity,2005,6.5,3.35,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Marine energy,Marine energy,Marine energy,On-grid electricity,2006,6.5,3.35,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Marine energy,Marine energy,Marine energy,On-grid electricity,2007,6.5,3.35,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Marine energy,Marine energy,Marine energy,On-grid electricity,2008,6.5,3.35,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Marine energy,Marine energy,Marine energy,On-grid electricity,2009,6.5,3.35,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Marine energy,Marine energy,Marine energy,On-grid electricity,2010,6.5,4.05,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Marine energy,Marine energy,Marine energy,On-grid electricity,2011,6.5,4.05,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Marine energy,Marine energy,Marine energy,On-grid electricity,2012,6.5,4.05,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Marine energy,Marine energy,Marine energy,On-grid electricity,2013,6.5,4.05,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Marine energy,Marine energy,Marine energy,On-grid electricity,2014,6.5,4.05,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Marine energy,Marine energy,Marine energy,On-grid electricity,2015,6.5,4.25,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Marine energy,Marine energy,Marine energy,On-grid electricity,2016,6.5,4.25,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Marine energy,Marine energy,Marine energy,On-grid electricity,2017,6.5,4.25,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Marine energy,Marine energy,Marine energy,On-grid electricity,2018,6.5,4.25,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Marine energy,Marine energy,Marine energy,On-grid electricity,2019,6.5,4.25,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Marine energy,Marine energy,Marine energy,On-grid electricity,2020,6.5,4.75,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Marine energy,Marine energy,Marine energy,On-grid electricity,2021,6.5,4.75,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Marine energy,Marine energy,Marine energy,On-grid electricity,2022,6.5,4.75,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Marine energy,Marine energy,Marine energy,On-grid electricity,2023,,4.75,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Multiple renewables*,Multiple renewables*,Multiple renewables*,All types,2000,,,,261.8338688,261.83,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Multiple renewables*,Multiple renewables*,Multiple renewables*,All types,2001,,,,0.278864213,0.28,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Multiple renewables*,Multiple renewables*,Multiple renewables*,All types,2002,,,,3.226326025,3.23,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Multiple renewables*,Multiple renewables*,Multiple renewables*,All types,2003,,,,7.270849395,7.27,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Multiple renewables*,Multiple renewables*,Multiple renewables*,All types,2004,,,,22.19473542,22.19,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Multiple renewables*,Multiple renewables*,Multiple renewables*,All types,2005,,,,156.2650087,156.27,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Multiple renewables*,Multiple renewables*,Multiple renewables*,All types,2006,,,,103.1946664,103.19,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Multiple renewables*,Multiple renewables*,Multiple renewables*,All types,2007,,,,0.742691654,0.74,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Multiple renewables*,Multiple renewables*,Multiple renewables*,All types,2008,,,,0.041426614,0.04,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Multiple renewables*,Multiple renewables*,Multiple renewables*,All types,2009,,,,2.639095836,2.64,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Multiple renewables*,Multiple renewables*,Multiple renewables*,All types,2010,,,,13.75345036,13.75,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Multiple renewables*,Multiple renewables*,Multiple renewables*,All types,2011,,,,31.36209747,31.36,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Multiple renewables*,Multiple renewables*,Multiple renewables*,All types,2012,,,,47.82362252,47.82,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Multiple renewables*,Multiple renewables*,Multiple renewables*,All types,2013,,,,52.89641353,52.9,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Multiple renewables*,Multiple renewables*,Multiple renewables*,All types,2014,,,,40.31041806,40.31,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Multiple renewables*,Multiple renewables*,Multiple renewables*,All types,2015,,,,20.83113864,20.83,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Multiple renewables*,Multiple renewables*,Multiple renewables*,All types,2016,,,,997.197505,997.2,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Multiple renewables*,Multiple renewables*,Multiple renewables*,All types,2017,,,,79.96898312,79.97,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Multiple renewables*,Multiple renewables*,Multiple renewables*,All types,2018,,,,67.67213602,67.67,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Multiple renewables*,Multiple renewables*,Multiple renewables*,All types,2019,,,,22.01810256,22.02,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Multiple renewables*,Multiple renewables*,Multiple renewables*,All types,2021,,,,19.0,19.0,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Multiple renewables*,Multiple renewables*,Multiple renewables*,All types,2022,,,,0.063736138,0.06,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2000,,,,,,0.026512954
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2001,,,,,33.92,0.029872568
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2002,,,,,18.55,0.044132132
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2003,,,,,12.86,0.051673036
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2004,,,,,12.97,0.059067715
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2005,,,,,0.18,0.108208557
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2006,,,,,,0.122002619
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2007,,,,,,0.150584948
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2008,,,,,,0.19020166
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2009,,,,,,0.309754366
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2010,,,,,,0.757904274
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2011,,,,,,2.290037837
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2012,,,,,,4.916575912
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2013,,,,,61.97,12.90516389
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2014,,,,,153.43,20.50174114
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2015,,,,,0.1,31.24655041
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2016,,,,,316.8,55.50993138
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2017,,,,,179.14,92.77070161
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2018,,,,,53.26,123.6790912
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2019,,,,,1.06,144.1564
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2020,,,,,64.16,178.228993
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2021,,,,,,215.2845269
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2022,,,,,2.51,275.6401504
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2000,30.705,23.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2001,36.712,27.5,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2002,61.41,46.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2003,74.76,56.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2004,86.508,64.8,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2005,95.052,71.2,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2006,107.067,80.2,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2007,130.83,98.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2008,150.855,113.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2009,174.618,130.8,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2010,210.663,157.8,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2011,237.363,177.8,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2012,290.763,217.8,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2013,397.563,297.8,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2014,450.963,337.8,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2015,477.663,357.8,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2016,491.013,367.8,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2017,503.028,376.8,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2018,515.043,385.8,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2019,527.058,394.8,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2020,539.073,403.8,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2021,551.088,412.8,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2022,563.103,421.8,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2023,,430.8,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,All types,2001,,,,33.92458039,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,All types,2002,,,,18.55320498,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,All types,2003,,,,12.85929047,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,All types,2004,,,,12.97248743,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,All types,2005,,,,0.176434651,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,All types,2013,,,,61.96712684,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,All types,2014,,,,153.4268835,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,All types,2015,,,,0.099195605,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,All types,2016,,,,316.7982455,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,All types,2017,,,,179.1401822,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,All types,2018,,,,53.25915797,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,All types,2019,,,,1.060883384,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,All types,2020,,,,64.16474546,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,All types,2022,,,,2.510339402,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2000,6.4,10.515,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2001,6.4,10.52,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2002,6.4,10.53,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2003,6.4,10.6,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2004,7.1,11.8,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2005,42.0,70.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2006,48.0,80.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2007,60.6,101.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2008,84.0,140.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2009,170.4,284.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2010,518.4,864.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2011,1760.4,2930.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2012,4100.0,6500.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2013,8400.0,17450.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2014,23300.0,28050.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2015,39500.0,43180.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2016,67374.145,77420.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2017,117754.59,130424.49,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2018,177546.728,174630.064,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2019,224000.0,204180.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2020,261083.568,253010.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2021,326979.186,305990.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2022,427579.186,392040.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2023,,608920.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar thermal energy,Concentrated solar power,On-grid electricity,2010,0.5,,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar thermal energy,Concentrated solar power,On-grid electricity,2011,1.0,,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar thermal energy,Concentrated solar power,On-grid electricity,2012,1.0,1.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar thermal energy,Concentrated solar power,On-grid electricity,2013,1.0,11.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar thermal energy,Concentrated solar power,On-grid electricity,2014,7.369,11.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar thermal energy,Concentrated solar power,On-grid electricity,2015,8.983,11.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar thermal energy,Concentrated solar power,On-grid electricity,2016,8.983,31.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar thermal energy,Concentrated solar power,On-grid electricity,2017,8.983,31.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar thermal energy,Concentrated solar power,On-grid electricity,2018,8.983,246.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar thermal energy,Concentrated solar power,On-grid electricity,2019,14.46,396.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar thermal energy,Concentrated solar power,On-grid electricity,2020,16.432,450.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar thermal energy,Concentrated solar power,On-grid electricity,2021,20.814,570.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar thermal energy,Concentrated solar power,On-grid electricity,2022,20.814,570.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Solar energy,Solar thermal energy,Concentrated solar power,On-grid electricity,2023,,570.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Wind energy,Offshore wind energy,Offshore wind energy,On-grid electricity,2007,2.036,1.5,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Wind energy,Offshore wind energy,Offshore wind energy,On-grid electricity,2008,2.039,1.5,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Wind energy,Offshore wind energy,Offshore wind energy,On-grid electricity,2009,2.122,1.5,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Wind energy,Offshore wind energy,Offshore wind energy,On-grid electricity,2010,165.678,100.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Wind energy,Offshore wind energy,Offshore wind energy,On-grid electricity,2011,324.789,210.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Wind energy,Offshore wind energy,Offshore wind energy,On-grid electricity,2012,487.027,291.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Wind energy,Offshore wind energy,Offshore wind energy,On-grid electricity,2013,753.674,417.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Wind energy,Offshore wind energy,Offshore wind energy,On-grid electricity,2014,728.549,440.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Wind energy,Offshore wind energy,Offshore wind energy,On-grid electricity,2015,793.502,559.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Wind energy,Offshore wind energy,Offshore wind energy,On-grid electricity,2016,2416.83,1480.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Wind energy,Offshore wind energy,Offshore wind energy,On-grid electricity,2017,5177.412,2788.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Wind energy,Offshore wind energy,Offshore wind energy,On-grid electricity,2018,9112.079,4588.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Wind energy,Offshore wind energy,Offshore wind energy,On-grid electricity,2019,11512.11,5930.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Wind energy,Offshore wind energy,Offshore wind energy,On-grid electricity,2020,14895.625,8990.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Wind energy,Offshore wind energy,Offshore wind energy,On-grid electricity,2021,52710.908,26390.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Wind energy,Offshore wind energy,Offshore wind energy,On-grid electricity,2022,63572.247,30460.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Wind energy,Offshore wind energy,Offshore wind energy,On-grid electricity,2023,,37290.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2000,,,,3.374969134,3.37,0.269757338
