Region,Sub-region,Country,ISO3 code,M49 code,RE or Non-RE,Group Technology,Technology,Sub-Technology,Producer Type,Year,Electricity Generation (GWh),Electricity Installed Capacity (MW),Heat Generation (TJ),"Off-grid Biogas for Cooking (1,000 inhabitants)","Off-grid Biogas Production (1,000 m3)","Off-grid Electricity Access (1,000 inhabitants)",Public Flows (2021 USD M),SDG 7a1 Intl. Public Flows (2021 USD M),SDG 7b1 RE capacity per capita (W/inhabitant)
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2007,637.0,273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2008,859.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2009,1031.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2010,1016.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2011,1025.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2012,1624.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2013,1601.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2014,1635.0,226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2015,1491.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2016,1271.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2017,1193.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2018,966.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2019,1002.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2020,1007.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2021,1013.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2022,943.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2023,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2018,72.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2019,82.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2020,125.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2021,123.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2022,156.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2023,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Biogas,Sewage sludge gas,On-grid electricity,2018,216.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Biogas,Sewage sludge gas,On-grid electricity,2019,248.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Biogas,Sewage sludge gas,On-grid electricity,2020,221.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Biogas,Sewage sludge gas,On-grid electricity,2021,218.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Biogas,Sewage sludge gas,On-grid electricity,2022,274.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Biogas,Sewage sludge gas,On-grid electricity,2023,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2023,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2000,634.0,183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2001,586.0,334.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2002,619.0,334.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2003,663.0,334.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2004,844.0,334.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2005,2514.0,334.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2006,2583.0,394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2007,2652.0,394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2008,2099.0,394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2009,1502.0,424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2010,1401.0,424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2011,815.0,424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2012,1170.0,424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2013,1246.0,424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2014,1466.0,424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2015,1609.0,424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2016,1810.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2017,1521.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2018,1443.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2019,1312.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2020,1219.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2021,1250.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2022,1141.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2023,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2000,51.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2001,47.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2002,50.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2003,53.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2004,67.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2005,201.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2006,207.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2007,212.0,173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2008,168.0,173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2009,120.0,173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2010,178.0,173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2011,150.0,173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2012,102.0,173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2013,144.0,173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2014,216.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2015,130.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2016,204.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2017,214.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2018,207.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2019,217.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2020,168.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2021,228.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2022,226.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2023,0.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.18954785
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.87301165
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.8831722
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.77826447
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.93089304
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.52776596
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.30873068
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.32484931
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.94487444
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.94857571
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.46735571
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.94586679
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.3848041
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.34993537
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.10927912
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.67639867
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.70882282
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.135757
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.58873632
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.07320296
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.93059094
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.60198331
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3210925
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2002,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2003,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2004,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2005,522.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2006,478.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2007,452.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2008,1470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2009,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2010,182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2011,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2012,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2013,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2014,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2015,378.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2016,437.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2017,573.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2018,614.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2019,635.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2020,611.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2021,515.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2022,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010516373
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010390613
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010269131
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0050764
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005018806
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009914866
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004885907
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004800577
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004706353
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004616615
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004541498
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004472865
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004399614
