Region,Sub-region,Country,ISO3 code,M49 code,RE or Non-RE,Group Technology,Technology,Sub-Technology,Producer Type,Year,Electricity Generation (GWh),Electricity Installed Capacity (MW)
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,On-grid electricity,2010,1.345,0.614
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,On-grid electricity,2011,4.518,2.063
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,On-grid electricity,2012,6.894,3.148
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,On-grid electricity,2013,7.118,3.25
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,On-grid electricity,2014,8.322,3.8
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,On-grid electricity,2015,12.045,5.5
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,On-grid electricity,2016,12.045,5.5
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,On-grid electricity,2017,15.418,7.04
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,On-grid electricity,2018,15.418,7.04
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,On-grid electricity,2019,15.418,7.04
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,On-grid electricity,2020,15.418,7.04
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,On-grid electricity,2021,15.418,7.04
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,On-grid electricity,2022,15.418,7.04
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,On-grid electricity,2023,0,7.04
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,All types,2009,0,0
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2005,36.926,22.99
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2006,40.968,25.99
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2007,59.944,39.475
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2008,81.255,46.485
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2009,88.578,53.08
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2010,112.844,68.892
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2011,148.028,83.295
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2012,185.676,94.068
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2013,237.049,104.84
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2014,274.769,124.425
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2015,320.119,136.795
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2016,290.404,138.715
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2017,301.253,146.39
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2018,416.912,158.515
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2019,579.172,165.465
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2020,929.204,187.678
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2021,1536.136,217.055
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2022,1915.821,260.115
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2023,0,291.445
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2000,0,0
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2001,0,0
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2002,0,0
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2003,0,0
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2004,0,0
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2005,0,0
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2006,0,0
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2007,0,0
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2008,0,0
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2009,0,0
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2010,0,0
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2011,0,0
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2012,0,0
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2013,0,0
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2014,0,0
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2015,0,0
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2016,0,0
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2017,0,0
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2018,0,0
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2019,0,0
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2020,0,0
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2021,0,0
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2022,0,0
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,Off-grid electricity,2000,157.479,0
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,Off-grid electricity,2001,163.025,0
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,Off-grid electricity,2002,170.42,0
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,Off-grid electricity,2003,177.815,0
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,Off-grid electricity,2004,185.209,0
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,Off-grid electricity,2005,192.604,68.87
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,Off-grid electricity,2006,195.867,110.15
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,Off-grid electricity,2007,303.163,181.53
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,Off-grid electricity,2008,473.041,413.68
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,Off-grid electricity,2009,535.228,320.19
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,Off-grid electricity,2010,726.898,402
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,Off-grid electricity,2011,941.441,496.11
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,Off-grid electricity,2012,1349.772,538.875
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,Off-grid electricity,2013,1561.035,581.64
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,Off-grid electricity,2014,2068.427,733.27
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,Off-grid electricity,2015,1849.053,781.24
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,Off-grid electricity,2016,1860.14,838.79
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,Off-grid electricity,2017,1917.583,844.32
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,Off-grid electricity,2018,2774.848,889.635
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,Off-grid electricity,2019,4636.848,859.705
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,Off-grid electricity,2020,5705.464,956.945
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,Off-grid electricity,2021,5574.016,956.945
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,Off-grid electricity,2022,6569.761,961.145
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,Off-grid electricity,2023,0,1013.145
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,On-grid electricity,2000,2656.962,346.9
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,On-grid electricity,2001,2788.126,415.4
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,On-grid electricity,2002,3312.835,483.93
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,On-grid electricity,2003,3954.462,613.43
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,On-grid electricity,2004,4958.961,749.53
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,On-grid electricity,2005,5968.63,868.53
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,On-grid electricity,2006,7118.404,1112
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,On-grid electricity,2007,8925.604,1325.63
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,On-grid electricity,2008,9787.141,1752.03
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,On-grid electricity,2009,10657.232,2137.5
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,On-grid electricity,2010,16133.232,2673
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,On-grid electricity,2011,16504.581,3095.13
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,On-grid electricity,2012,22369.65,3291.68
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,On-grid electricity,2013,26801.961,3488.23
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,On-grid electricity,2014,30877.07,4165.55
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,On-grid electricity,2015,26675.154,4550.55
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,On-grid electricity,2016,16037.99,7907.34
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,On-grid electricity,2017,14416.637,8413.8
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,On-grid electricity,2018,15505.43,9075.5
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,On-grid electricity,2019,15665.055,9186.5
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,On-grid electricity,2020,13995.355,9373.87
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,On-grid electricity,2021,15110.6,9403.56
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,On-grid electricity,2022,16033.137,9433.56
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,On-grid electricity,2023,0,9433.56
Asia,Southern Asia,India,IND,356,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2000,0,0
Asia,Southern Asia,India,IND,356,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2001,0,0
Asia,Southern Asia,India,IND,356,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2002,0,0
Asia,Southern Asia,India,IND,356,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2003,0,0
Asia,Southern Asia,India,IND,356,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2004,0,0
Asia,Southern Asia,India,IND,356,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2005,0,0
Asia,Southern Asia,India,IND,356,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2006,0,0
Asia,Southern Asia,India,IND,356,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2007,0,0
Asia,Southern Asia,India,IND,356,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2008,0,0
Asia,Southern Asia,India,IND,356,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2009,0,0
Asia,Southern Asia,India,IND,356,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2010,0,0
Asia,Southern Asia,India,IND,356,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2011,0,0
Asia,Southern Asia,India,IND,356,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2012,0,0
Asia,Southern Asia,India,IND,356,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2013,0,0
Asia,Southern Asia,India,IND,356,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2014,0,0
Asia,Southern Asia,India,IND,356,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2015,0,0
Asia,Southern Asia,India,IND,356,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2016,0,0
Asia,Southern Asia,India,IND,356,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2017,0,0
Asia,Southern Asia,India,IND,356,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2018,0,0
Asia,Southern Asia,India,IND,356,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2019,0,0
Asia,Southern Asia,India,IND,356,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2020,0,0
Asia,Southern Asia,India,IND,356,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2021,0,0
Asia,Southern Asia,India,IND,356,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2022,0,0
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2000,0,0
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2001,0,0
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2002,0,0
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2003,0,0
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2004,0,0
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2005,0,0
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2006,0,0
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2007,0,0
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2008,0,0
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2009,0,0
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2010,0,0
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2011,0,0
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2012,0,0
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2013,0,0
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2014,0,0
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2015,0,0
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2016,0,0
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2017,0,0
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2018,0,0
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2019,0,0
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2020,0,0
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2021,0,0
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2022,0,0
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2000,146.27,49.476
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2001,149.838,53.071
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2002,142.686,53.652
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2003,124.521,54.982
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2004,144.237,57.523
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2005,156.609,59.503
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2006,179.488,60.784
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2007,206.373,65.83
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2008,207.316,66.892
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2009,202.971,70.633
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2010,204.526,74.15
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2011,230.918,78.568
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2012,245.081,79.237
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2013,234.29,82.169
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2014,258.569,83.377
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2015,241.881,84.079
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2016,231.433,84.675
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2017,224.596,84.675
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2018,230.932,84.675
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2019,251.845,84.675
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2020,274.685,84.675
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2021,265.276,84.675
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2022,269.484,84.675
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2023,0,84.675
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2000,73339.101,23661.525
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2001,73143.918,24629.701
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2002,70163.791,24680.602
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2003,65791.129,27123.502
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2004,75913.53,28561.403
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2005,86855.088,30896.284
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2006,104862.469,32983.807
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2007,114591.862,33930.01
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2008,117180.942,34620.57
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2009,108531.883,34705.32
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2010,106971.473,35790.9
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2011,119492.789,37554.78
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2012,127899.509,38165.785
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2013,120769.705,39305.982
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2014,135606.24,40537.376
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2015,130320.542,42234.891
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2016,124979.865,42751.99
